"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-14","2020","03","14","","3.7","","-1.4","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","31","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-15","2020","03","15","","3.8","","-4.4","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","5","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-16","2020","03","16","","4.1","","-5.3","","-0.6","","18.6","","0.0","","0.0","","1.0","","1.0","","0","T","9","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-17","2020","03","17","","8.6","","-1.2","","3.7","","14.3","","0.0","","0.0","","0.0","T","0.0","T","","","29","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-18","2020","03","18","","4.4","","-3.0","","0.7","","17.3","","0.0","","1.0","","0.0","T","1.0","","","","9","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-19","2020","03","19","","7.3","","2.0","","4.7","","13.3","","0.0","","2.6","","0.0","","2.6","","","","8","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-20","2020","03","20","","18.4","","-4.3","","7.1","","10.9","","0.0","","3.6","","0.0","","3.6","","","","29","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-21","2020","03","21","","0.7","","-8.4","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","","","33","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-22","2020","03","22","","1.3","","-7.8","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","","","8","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-23","2020","03","23","","3.8","","-0.4","","1.7","","16.3","","0.0","","4.4","","3.8","","8.2","","2","","","","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-24","2020","03","24","","5.5","","0.7","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","16","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-25","2020","03","25","","9.7","","1.6","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","9","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-26","2020","03","26","","13.3","","1.9","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","20","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-27","2020","03","27","","9.1","","1.2","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","","","16","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-28","2020","03","28","","7.8","","2.8","","5.3","","12.7","","0.0","","2.4","","0.0","","2.4","","","","8","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-29","2020","03","29","","18.0","","5.0","","11.5","","6.5","","0.0","","15.2","","0.0","","15.2","","","","23","","81",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-30","2020","03","30","","8.7","","4.8","","6.8","","11.2","","0.0","","2.0","","0.0","","2.0","","","","21","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-03-31","2020","03","31","","6.6","","4.3","","5.5","","12.5","","0.0","","0.2","","0.0","","0.2","","","","8","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-01","2020","04","01","","10.2","","1.0","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","16","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-02","2020","04","02","","14.5","","2.1","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","33","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-03","2020","04","03","","11.1","","2.0","","6.6","","11.4","","0.0","","0.0","T","0.0","","0.0","T","","","33","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-04","2020","04","04","","11.2","","5.4","","8.3","","9.7","","0.0","","0.2","","0.0","","0.2","","","","15","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-05","2020","04","05","","10.9","","1.3","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","33","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-06","2020","04","06","","14.3","","-0.4","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","15","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-07","2020","04","07","","14.1","","4.1","","9.1","","8.9","","0.0","","6.0","","0.0","","6.0","","","","9","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-08","2020","04","08","","13.9","","5.5","","9.7","","8.3","","0.0","","1.8","","0.0","","1.8","","","","30","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-09","2020","04","09","","9.3","","0.9","","5.1","","12.9","","0.0","","8.6","","0.4","","9.0","","","","30","","72",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-10","2020","04","10","","7.6","","0.1","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","29","","65",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-11","2020","04","11","","9.4","","-2.1","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-12","2020","04","12","","13.7","","3.9","","8.8","","9.2","","0.0","","0.6","","0.0","","0.6","","","","9","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-13","2020","04","13","","14.8","","2.0","","8.4","","9.6","","0.0","","12.8","","0.0","T","12.8","","","","28","","78",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-14","2020","04","14","","7.0","","-3.2","","1.9","","16.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","20","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-15","2020","04","15","","4.4","","-4.8","","-0.2","","18.2","","0.0","","0.0","","0.0","T","0.0","T","","","32","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-16","2020","04","16","","4.9","","-4.8","","0.1","","17.9","","0.0","","0.0","","0.0","T","0.0","T","","","29","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-17","2020","04","17","","6.6","","-2.6","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","16","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-18","2020","04","18","","11.3","","-3.0","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","19","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-19","2020","04","19","","13.6","","-1.5","","6.1","","11.9","","0.0","","0.4","","0.0","","0.4","","","","32","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-20","2020","04","20","","6.9","","-3.6","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","16","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-21","2020","04","21","","8.1","","-2.4","","2.9","","15.1","","0.0","","1.0","","0.0","T","1.0","","","","31","","76",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-22","2020","04","22","","6.2","","-2.7","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","31","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-23","2020","04","23","","6.1","","-1.7","","2.2","","15.8","","0.0","","0.0","T","0.0","","0.0","T","","","9","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-24","2020","04","24","","10.4","","3.8","","7.1","","10.9","","0.0","","0.0","T","0.0","","0.0","T","","","6","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-25","2020","04","25","","13.8","","-0.7","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","9","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-26","2020","04","26","","11.2","","5.9","","8.6","","9.4","","0.0","","2.0","","0.0","","2.0","","","","7","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-27","2020","04","27","","14.3","","3.4","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","18","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-28","2020","04","28","","13.3","","7.3","","10.3","","7.7","","0.0","","0.0","T","0.0","","0.0","T","","","8","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-29","2020","04","29","","14.2","","7.9","","11.1","","6.9","","0.0","","1.0","","0.0","","1.0","","","","9","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-04-30","2020","04","30","","14.2","","9.3","","11.8","","6.2","","0.0","","6.2","","0.0","","6.2","","","","9","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01","2020","05","01","","15.7","","7.0","","11.4","","6.6","","0.0","","1.2","","0.0","","1.2","","","","32","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02","2020","05","02","","15.6","","5.6","","10.6","","7.4","","0.0","","0.6","","0.0","","0.6","","","","15","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-03","2020","05","03","","21.0","","6.6","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","30","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-04","2020","05","04","","11.4","","1.8","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","32","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-05","2020","05","05","","11.4","","-0.7","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","1","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-06","2020","05","06","","12.8","","2.6","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","18","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-07","2020","05","07","","13.6","","1.1","","7.4","","10.6","","0.0","","0.4","","0.0","","0.4","","","","30","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-08","2020","05","08","","4.8","","-3.1","","0.9","","17.1","","0.0","","0.0","","0.0","T","0.0","T","","","34","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-09","2020","05","09","","6.8","","-4.7","","1.1","","16.9","","0.0","","0.0","","0.4","","0.4","","","","30","","68",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-10","2020","05","10","","8.2","","-1.4","","3.4","","14.6","","0.0","","0.4","","0.0","","0.4","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-11","2020","05","11","","7.8","","-1.7","","3.1","","14.9","","0.0","","4.4","","2.8","","7.2","","0","T","29","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-12","2020","05","12","","8.6","","-3.8","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","29","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-13","2020","05","13","","12.8","","-3.0","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-14","2020","05","14","","13.2","","5.9","","9.6","","8.4","","0.0","","3.4","","0.0","","3.4","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-15","2020","05","15","","19.1","","7.7","","13.4","","4.6","","0.0","","3.4","","0.0","","3.4","","","","34","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-16","2020","05","16","","16.9","","7.5","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","36","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-17","2020","05","17","","16.3","","7.3","","11.8","","6.2","","0.0","","2.0","","0.0","","2.0","","","","9","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-18","2020","05","18","","15.2","","11.2","","13.2","","4.8","","0.0","","10.8","","0.0","","10.8","","","","10","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-19","2020","05","19","","17.1","","12.4","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","7","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-20","2020","05","20","","19.2","","9.6","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","12","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-21","2020","05","21","","20.7","","7.5","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-22","2020","05","22","","23.9","","9.6","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-23","2020","05","23","","24.9","","12.7","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-24","2020","05","24","","25.9","","15.2","","20.6","","0.0","","2.6","","0.4","","0.0","","0.4","","","","15","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-25","2020","05","25","","30.3","","18.4","","24.4","","0.0","","6.4","","0.0","T","0.0","","0.0","T","","","23","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-26","2020","05","26","","31.0","","16.4","","23.7","","0.0","","5.7","","0.0","","0.0","","0.0","","","","17","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-27","2020","05","27","","28.4","","19.1","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","","","20","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-28","2020","05","28","","22.8","","18.1","","20.5","","0.0","","2.5","","6.6","","0.0","","6.6","","","","","M","","M"
