"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-30","2022","05","30","","31.9","","16.6","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","","","23","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-31","2022","05","31","","32.8","","21.0","","26.9","","0.0","","8.9","","0.0","","0.0","","0.0","","","","23","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-01","2022","06","01","","25.7","","12.2","","19.0","","0.0","","1.0","","4.2","","0.0","","4.2","","","","32","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-02","2022","06","02","","21.9","","9.5","","15.7","","2.3","","0.0","","0.0","T","0.0","","0.0","T","","","27","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-03","2022","06","03","","25.7","","8.3","","17.0","","1.0","","0.0","","0.2","","0.0","","0.2","","","","32","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-04","2022","06","04","","21.1","","7.2","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","32","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-05","2022","06","05","","25.2","","10.6","","17.9","","0.1","","0.0","","0.8","","0.0","","0.8","","","","23","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-06","2022","06","06","","21.7","","13.7","","17.7","","0.3","","0.0","","9.2","","0.0","","9.2","","","","11","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-07","2022","06","07","","23.0","","11.8","","17.4","","0.6","","0.0","","12.6","","0.0","","12.6","","","","28","","51",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-08","2022","06","08","","22.3","","10.5","","16.4","","1.6","","0.0","","3.6","","0.0","","3.6","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-09","2022","06","09","","22.4","","12.2","","17.3","","0.7","","0.0","","4.0","","0.0","","4.0","","","","28","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-10","2022","06","10","","23.0","","11.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","26","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-11","2022","06","11","","24.1","","14.7","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","21","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-12","2022","06","12","","24.7","","13.4","","19.1","","0.0","","1.1","","1.2","","0.0","","1.2","","","","27","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-13","2022","06","13","","22.3","","11.1","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-14","2022","06","14","","24.5","","16.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","17","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-15","2022","06","15","","27.1","","17.1","","22.1","","0.0","","4.1","","0.0","T","0.0","","0.0","T","","","36","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-16","2022","06","16","","33.3","","18.8","","26.1","","0.0","","8.1","","0.0","T","0.0","","0.0","T","","","29","","62",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-17","2022","06","17","","27.3","","12.6","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","29","","75",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-18","2022","06","18","","19.8","","10.8","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","35","","62",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-19","2022","06","19","","23.1","","10.1","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","35","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-20","2022","06","20","","25.4","","14.7","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","25","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-21","2022","06","21","","35.3","","17.0","","26.2","","0.0","","8.2","","0.0","","0.0","","0.0","","","","29","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-22","2022","06","22","","35.5","","17.7","","26.6","","0.0","","8.6","","0.0","","0.0","","0.0","","","","31","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-23","2022","06","23","","28.3","","14.8","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","34","","38",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-24","2022","06","24","","28.5","","13.4","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-25","2022","06","25","","30.7","","18.9","","24.8","","0.0","","6.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-26","2022","06","26","","31.4","","18.7","","25.1","","0.0","","7.1","","0.4","","0.0","","0.4","","","","34","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-27","2022","06","27","","22.0","","12.3","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","32","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-28","2022","06","28","","24.1","","11.0","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","20","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-29","2022","06","29","","25.2","","14.4","","19.8","","0.0","","1.8","","4.2","","0.0","","4.2","","","","29","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-06-30","2022","06","30","","27.6","","13.9","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","17","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01","2022","07","01","","29.6","","20.4","","25.0","","0.0","","7.0","","0.6","","0.0","","0.6","","","","23","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-02","2022","07","02","","29.3","","14.0","","21.7","","0.0","","3.7","","0.0","","0.0","","0.0","","","","25","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-03","2022","07","03","","28.1","","13.1","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","29","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-04","2022","07","04","","26.2","","15.5","","20.9","","0.0","","2.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-05","2022","07","05","","27.7","","18.4","","23.1","","0.0","","5.1","","7.4","","0.0","","7.4","","","","30","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-06","2022","07","06","","23.9","","16.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","35","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-07","2022","07","07","","26.2","","14.3","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","","","13","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-08","2022","07","08","","26.9","","15.8","","21.4","","0.0","","3.4","","0.0","T","0.0","","0.0","T","","","1","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-09","2022","07","09","","23.9","","13.2","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-10","2022","07","10","","27.8","","14.1","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","15","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-11","2022","07","11","","31.6","","15.4","","23.5","","0.0","","5.5","","0.4","","0.0","","0.4","","","","23","","73",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-12","2022","07","12","","28.1","","18.3","","23.2","","0.0","","5.2","","0.0","T","0.0","","0.0","T","","","32","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-13","2022","07","13","","24.1","","16.6","","20.4","","0.0","","2.4","","0.0","T","0.0","","0.0","T","","","33","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-14","2022","07","14","","26.8","","15.1","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","33","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-15","2022","07","15","","27.1","","14.9","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-16","2022","07","16","","29.4","","16.7","","23.1","","0.0","","5.1","","0.0","","0.0","","0.0","","","","12","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-17","2022","07","17","","29.4","","18.4","","23.9","","0.0","","5.9","","0.0","","0.0","","0.0","","","","12","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-18","2022","07","18","","27.9","","19.6","","23.8","","0.0","","5.8","","16.0","","0.0","","16.0","","","","33","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-19","2022","07","19","","34.7","","19.5","","27.1","","0.0","","9.1","","0.0","","0.0","","0.0","","","","31","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-20","2022","07","20","","31.7","","23.4","","27.6","","0.0","","9.6","","0.0","T","0.0","","0.0","T","","","23","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-21","2022","07","21","","31.3","","21.4","","26.4","","0.0","","8.4","","0.0","","0.0","","0.0","","","","28","","64",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-22","2022","07","22","","32.7","","19.2","","26.0","","0.0","","8.0","","0.0","","0.0","","0.0","","","","24","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-23","2022","07","23","","33.2","","21.8","","27.5","","0.0","","9.5","","0.0","","0.0","","0.0","","","","24","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-24","2022","07","24","","31.0","","21.1","","26.1","","0.0","","8.1","","18.4","","0.0","","18.4","","","","22","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-25","2022","07","25","","23.4","","15.8","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","","","29","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-26","2022","07","26","","24.2","","13.8","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-27","2022","07","27","","26.2","","16.0","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","16","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-28","2022","07","28","","29.5","","18.9","","24.2","","0.0","","6.2","","0.8","","0.0","","0.8","","","","30","","65",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-29","2022","07","29","","28.9","","14.5","","21.7","","0.0","","3.7","","0.0","","0.0","","0.0","","","","28","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-30","2022","07","30","","27.1","","15.5","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","","","29","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-31","2022","07","31","","28.4","","16.8","","22.6","","0.0","","4.6","","0.0","","0.0","","0.0","","","","15","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-01","2022","08","01","","29.8","","18.6","","24.2","","0.0","","6.2","","0.2","","0.0","","0.2","","","","21","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-02","2022","08","02","","26.5","","17.1","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","","","34","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-03","2022","08","03","","31.0","","15.3","","23.2","","0.0","","5.2","","1.0","","0.0","","1.0","","","","27","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-04","2022","08","04","","29.1","","21.3","","25.2","","0.0","","7.2","","15.0","","0.0","","15.0","","","","30","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-05","2022","08","05","","29.2","","20.1","","24.7","","0.0","","6.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-06","2022","08","06","","31.6","","20.9","","26.3","","0.0","","8.3","","0.0","","0.0","","0.0","","","","17","","38",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-07","2022","08","07","","33.9","","22.8","","28.4","","0.0","","10.4","","0.0","","0.0","","0.0","","","","24","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-08","2022","08","08","","31.4","","19.5","","25.5","","0.0","","7.5","","2.0","","0.0","","2.0","","","","23","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-09","2022","08","09","","22.9","","17.7","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","","","33","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-10","2022","08","10","","26.8","","15.1","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","26","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-11","2022","08","11","","26.5","","16.3","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","1","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-12","2022","08","12","","26.4","","13.7","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","33","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-13","2022","08","13","","25.9","","12.9","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","30","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-14","2022","08","14","","26.7","","15.9","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-15","2022","08","15","","27.8","","17.1","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","","","11","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-16","2022","08","16","","28.2","","16.3","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","1","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-17","2022","08","17","","27.8","","17.0","","22.4","","0.0","","4.4","","24.0","","0.0","","24.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-18","2022","08","18","","28.3","","16.8","","22.6","","0.0","","4.6","","1.6","","0.0","","1.6","","","","20","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-19","2022","08","19","","27.9","","16.2","","22.1","","0.0","","4.1","","0.8","","0.0","","0.8","","","","17","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-20","2022","08","20","","29.4","","17.5","","23.5","","0.0","","5.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-21","2022","08","21","","25.6","","18.5","","22.1","","0.0","","4.1","","13.4","","0.0","","13.4","","","","22","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-22","2022","08","22","","25.5","","19.1","","22.3","","0.0","","4.3","","12.2","","0.0","","12.2","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-23","2022","08","23","","28.4","","17.1","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","","","28","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-24","2022","08","24","","29.8","","16.1","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","","","2","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-25","2022","08","25","","24.9","","18.5","","21.7","","0.0","","3.7","","5.8","","0.0","","5.8","","","","13","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-26","2022","08","26","","25.9","","15.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","36","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-27","2022","08","27","","23.4","","13.0","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-28","2022","08","28","","28.2","","14.7","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","","","14","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-29","2022","08","29","","30.9","","21.3","","26.1","","0.0","","8.1","","1.8","","0.0","","1.8","","","","26","","60",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-30","2022","08","30","","26.0","","16.3","","21.2","","0.0","","3.2","","3.0","","0.0","","3.0","","","","29","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-08-31","2022","08","31","","26.8","","15.0","","20.9","","0.0","","2.9","","0.0","T","0.0","","0.0","T","","","26","","65",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-01","2022","09","01","","24.2","","11.9","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","30","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-02","2022","09","02","","27.9","","16.1","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","","","14","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-03","2022","09","03","","29.7","","18.3","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","","","35","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-04","2022","09","04","","20.3","","15.8","","18.1","","0.0","","0.1","","0.4","","0.0","","0.4","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-05","2022","09","05","","21.5","","15.6","","18.6","","0.0","","0.6","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-06","2022","09","06","","23.7","","14.5","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-07","2022","09","07","","24.3","","16.6","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-08","2022","09","08","","26.7","","15.0","","20.9","","0.0","","2.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-09","2022","09","09","","26.7","","15.5","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-10","2022","09","10","","28.3","","18.8","","23.6","","0.0","","5.6","","0.0","","0.0","","0.0","","","","16","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-11","2022","09","11","","24.4","","19.8","","22.1","","0.0","","4.1","","2.0","","0.0","","2.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-12","2022","09","12","","24.1","","15.3","","19.7","","0.0","","1.7","","5.2","","0.0","","5.2","","","","25","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-13","2022","09","13","","21.6","","12.1","","16.9","","1.1","","0.0","","0.4","","0.0","","0.4","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-14","2022","09","14","","25.3","","11.0","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","36","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-15","2022","09","15","","19.0","","8.6","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-16","2022","09","16","","24.7","","11.7","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","9","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-17","2022","09","17","","24.6","","15.5","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-18","2022","09","18","","","M","","M","","M","","M","","M","3.6","","0.0","","3.6","","","","25","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-19","2022","09","19","","27.8","","16.1","","22.0","","0.0","","4.0","","0.2","","0.0","","0.2","","","","29","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-20","2022","09","20","","26.2","","15.4","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","32","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-21","2022","09","21","","29.5","","16.5","","23.0","","0.0","","5.0","","0.0","T","0.0","","0.0","T","","","24","","66",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-22","2022","09","22","","17.3","","7.5","","12.4","","5.6","","0.0","","0.2","","0.0","","0.2","","","","34","","65",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-23","2022","09","23","","16.5","","5.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","1","","51",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-24","2022","09","24","","18.6","","5.8","","12.2","","5.8","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-25","2022","09","25","","18.6","","12.4","","15.5","","2.5","","0.0","","23.2","","0.0","","23.2","","","","17","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-26","2022","09","26","","17.4","","10.4","","13.9","","4.1","","0.0","","2.4","","0.0","","2.4","","","","27","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-27","2022","09","27","","17.8","","11.3","","14.6","","3.4","","0.0","","1.8","","0.0","","1.8","","","","24","","38",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-28","2022","09","28","","13.6","","10.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","32","","38",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-29","2022","09","29","","16.2","","8.1","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-09-30","2022","09","30","","17.6","","5.6","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-01","2022","10","01","","20.2","","9.0","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","3","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-02","2022","10","02","","16.0","","6.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","3","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-03","2022","10","03","","16.2","","2.8","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-04","2022","10","04","","18.3","","6.2","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-05","2022","10","05","","22.8","","8.1","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-06","2022","10","06","","23.4","","12.9","","18.2","","0.0","","0.2","","0.4","","0.0","","0.4","","","","31","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-07","2022","10","07","","13.3","","1.9","","7.6","","10.4","","0.0","","0.2","","0.0","","0.2","","","","32","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-08","2022","10","08","","12.2","","0.8","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","26","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-09","2022","10","09","","15.5","","5.9","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","25","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-10","2022","10","10","","15.9","","6.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-11","2022","10","11","","22.4","","5.0","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","23","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-12","2022","10","12","","19.9","","13.8","","16.9","","1.1","","0.0","","4.8","","0.0","","4.8","","","","18","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-13","2022","10","13","","15.5","","6.9","","11.2","","6.8","","0.0","","11.4","","0.0","","11.4","","","","21","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-14","2022","10","14","","14.2","","6.2","","10.2","","7.8","","0.0","","0.4","","0.0","","0.4","","","","23","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-15","2022","10","15","","13.3","","5.9","","9.6","","8.4","","0.0","","1.8","","0.0","","1.8","","","","24","","64",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-16","2022","10","16","","16.6","","6.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","23","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-17","2022","10","17","","9.8","","3.5","","6.7","","11.3","","0.0","","0.8","","0.0","","0.8","","","","22","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-18","2022","10","18","","9.4","","0.9","","5.2","","12.8","","0.0","","2.0","","0.0","","2.0","","","","25","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-19","2022","10","19","","9.8","","3.2","","6.5","","11.5","","0.0","","1.4","","0.0","","1.4","","","","27","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-20","2022","10","20","","6.8","","1.2","","4.0","","14.0","","0.0","","0.6","","0.0","","0.6","","","","24","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-21","2022","10","21","","17.6","","0.3","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","","","21","","51",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-22","2022","10","22","","21.2","","10.6","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","22","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-23","2022","10","23","","18.8","","6.4","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-24","2022","10","24","","18.9","","5.2","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-25","2022","10","25","","17.3","","7.8","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-26","2022","10","26","","14.3","","6.9","","10.6","","7.4","","0.0","","9.4","","0.0","","9.4","","","","33","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-27","2022","10","27","","10.2","","1.8","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","32","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-28","2022","10","28","","10.6","","1.3","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-29","2022","10","29","","15.2","","0.1","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-30","2022","10","30","","13.9","","1.7","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2022-10-31","2022","10","31","","11.5","","5.9","","8.7","","9.3","","0.0","","3.4","","0.0","","3.4","","","","","M","","M"
