"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-11","2021","02","11","","-4.7","","-11.2","","-8.0","","26.0","","0.0","","0.0","","0.0","T","0.0","T","1","","35","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-12","2021","02","12","","-8.3","","-14.2","","-11.3","","29.3","","0.0","","0.0","","2.2","","1.8","","1","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-13","2021","02","13","","-9.1","","-13.9","","-11.5","","29.5","","0.0","","0.0","","4.8","","2.2","","2","","","","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-14","2021","02","14","","-4.0","","-14.8","","-9.4","","27.4","","0.0","","0.0","","0.4","","0.4","","6","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-15","2021","02","15","","-4.2","","-9.7","","-7.0","","25.0","","0.0","","0.0","","3.2","","3.2","","2","","1","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-16","2021","02","16","","-7.0","","-15.3","","-11.2","","29.2","","0.0","","0.0","","8.8","","8.8","","12","","36","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-17","2021","02","17","","","M","","M","","M","","M","","M","","M","","M","","M","12","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-18","2021","02","18","","","M","","M","","M","","M","","M","","M","","M","","M","10","E","","","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-19","2021","02","19","","-2.5","","-7.2","","-4.9","","22.9","","0.0","","0.0","","7.8","","7.8","","18","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-20","2021","02","20","","-1.8","","-11.4","","-6.6","","24.6","","0.0","","0.0","","0.4","","0.4","","16","","32","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-21","2021","02","21","","-1.5","","-12.4","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","12","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-22","2021","02","22","","2.8","","-1.7","","0.6","","17.4","","0.0","","0.6","","5.4","","4.8","","14","","26","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-23","2021","02","23","","4.3","","-0.7","","1.8","","16.2","","0.0","","0.0","","0.2","","0.2","","10","","27","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-24","2021","02","24","","8.4","","-0.6","","3.9","","14.1","","0.0","","0.0","T","0.0","","0.0","T","6","","26","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-25","2021","02","25","","0.9","","-3.7","","-1.4","","19.4","","0.0","","0.0","","0.0","T","0.0","T","1","","30","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-26","2021","02","26","","3.8","","-6.9","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-27","2021","02","27","","5.8","","-0.7","","2.6","","15.4","","0.0","","6.2","","0.0","","6.2","","0","T","27","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-02-28","2021","02","28","","6.5","","-1.7","","2.4","","15.6","","0.0","","1.0","","0.0","","1.0","","","","30","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-01","2021","03","01","","5.4","","-9.8","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","31","","84",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-02","2021","03","02","","0.2","","-13.6","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","","","23","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-03","2021","03","03","","7.2","","-2.8","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","23","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-04","2021","03","04","","0.8","","-8.0","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-05","2021","03","05","","1.6","","-10.3","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","","","31","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-06","2021","03","06","","-0.2","","-9.2","","-4.7","","22.7","","0.0","","0.0","","0.0","T","0.0","T","","","33","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-07","2021","03","07","","-0.4","","-10.3","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-08","2021","03","08","","9.6","","-9.2","","0.2","","17.8","","0.0","","0.0","","0.2","","0.2","","","","22","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-09","2021","03","09","","10.6","","-2.3","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-10","2021","03","10","","15.3","","-2.3","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","21","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-11","2021","03","11","","19.3","","5.5","","12.4","","5.6","","0.0","","2.0","","0.0","","2.0","","","","25","","85",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-12","2021","03","12","","11.3","","-4.8","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","30","","76",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-13","2021","03","13","","5.6","","-7.0","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","23","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-14","2021","03","14","","3.5","","-6.1","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","","","33","","74",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-15","2021","03","15","","-1.0","","-9.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","","","35","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-16","2021","03","16","","3.5","","-1.9","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","","","6","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-17","2021","03","17","","9.0","","1.2","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-18","2021","03","18","","6.8","","-2.3","","2.3","","15.7","","0.0","","0.4","","0.0","","0.4","","","","3","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-19","2021","03","19","","3.7","","-5.3","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","","","1","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-20","2021","03","20","","14.9","","-2.4","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","28","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-21","2021","03","21","","14.9","","-2.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-22","2021","03","22","","16.1","","-1.0","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-23","2021","03","23","","15.5","","0.8","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-24","2021","03","24","","17.6","","6.6","","12.1","","5.9","","0.0","","0.8","","0.0","","0.8","","","","15","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-25","2021","03","25","","21.5","","7.5","","14.5","","3.5","","0.0","","1.0","","0.0","","1.0","","","","36","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-26","2021","03","26","","10.5","","3.3","","6.9","","11.1","","0.0","","34.6","","0.0","","34.6","","","","35","","72",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-27","2021","03","27","","8.2","","3.3","","5.8","","12.2","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-28","2021","03","28","","10.1","","2.3","","6.2","","11.8","","0.0","","6.2","","0.0","","6.2","","","","26","","74",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-29","2021","03","29","","7.1","","-0.7","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","30","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-30","2021","03","30","","20.3","","0.5","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","21","","64",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-03-31","2021","03","31","","14.7","","0.1","","7.4","","10.6","","0.0","","0.0","T","0.0","","0.0","T","","","34","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-01","2021","04","01","","2.6","","-2.9","","-0.2","","18.2","","0.0","","0.0","","0.0","T","0.0","T","","","33","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-02","2021","04","02","","4.7","","-4.2","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","32","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-03","2021","04","03","","9.5","","-5.1","","2.2","","15.8","","0.0","","0.0","T","0.0","","0.0","T","","","25","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-04","2021","04","04","","15.1","","-1.5","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-05","2021","04","05","","13.5","","2.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-06","2021","04","06","","14.1","","1.8","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-07","2021","04","07","","17.4","","4.8","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","10","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-08","2021","04","08","","20.6","","8.5","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","10","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-09","2021","04","09","","19.5","","11.6","","15.6","","2.4","","0.0","","0.2","","0.0","","0.2","","","","21","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-10","2021","04","10","","20.4","","10.3","","15.4","","2.6","","0.0","","0.2","","0.0","","0.2","","","","29","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-11","2021","04","11","","16.7","","10.2","","13.5","","4.5","","0.0","","13.4","","0.0","","13.4","","","","9","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-12","2021","04","12","","11.2","","7.2","","9.2","","8.8","","0.0","","6.2","","0.0","","6.2","","","","7","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-13","2021","04","13","","14.5","","5.9","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-14","2021","04","14","","15.8","","4.7","","10.3","","7.7","","0.0","","0.6","","0.0","","0.6","","","","26","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-15","2021","04","15","","8.0","","4.5","","6.3","","11.7","","0.0","","1.8","","0.0","","1.8","","","","30","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-16","2021","04","16","","10.7","","4.0","","7.4","","10.6","","0.0","","0.4","","0.0","","0.4","","","","32","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-17","2021","04","17","","11.9","","3.2","","7.6","","10.4","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-18","2021","04","18","","15.1","","2.8","","9.0","","9.0","","0.0","","0.6","","0.0","","0.6","","","","26","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-19","2021","04","19","","17.2","","1.6","","9.4","","8.6","","0.0","","1.6","","0.0","","1.6","","","","25","","57",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-20","2021","04","20","","4.9","","-0.8","","2.1","","15.9","","0.0","","0.0","","0.8","","0.8","","0","T","26","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-21","2021","04","21","","4.6","","-2.5","","1.1","","16.9","","0.0","","0.0","","3.4","","3.4","","2","","31","","52",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-22","2021","04","22","","5.4","","-2.7","","1.4","","16.6","","0.0","","0.0","","0.2","","0.2","","","","30","","60",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-23","2021","04","23","","19.4","","-1.8","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","29","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-24","2021","04","24","","17.1","","6.2","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","15","","35",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-25","2021","04","25","","11.4","","1.0","","6.2","","11.8","","0.0","","1.0","","0.0","","1.0","","","","30","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-26","2021","04","26","","9.4","","-0.9","","4.3","","13.7","","0.0","","1.2","","0.0","","1.2","","","","32","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-27","2021","04","27","","13.4","","4.7","","9.1","","8.9","","0.0","","3.6","","0.0","","3.6","","","","","","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-28","2021","04","28","","17.3","","8.2","","12.8","","5.2","","0.0","","6.6","","0.0","","6.6","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-29","2021","04","29","","10.8","","7.8","","9.3","","8.7","","0.0","","13.8","","0.0","","13.8","","","","29","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-04-30","2021","04","30","","9.1","","3.5","","6.3","","11.7","","0.0","","0.0","T","0.0","","0.0","T","","","33","","80",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-01","2021","05","01","","13.8","","1.2","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","","","20","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-02","2021","05","02","","17.4","","6.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-03","2021","05","03","","12.8","","8.1","","10.5","","7.5","","0.0","","2.4","","0.0","","2.4","","","","9","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-04","2021","05","04","","11.9","","7.8","","9.9","","8.1","","0.0","","3.4","","0.0","","3.4","","","","32","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-05","2021","05","05","","12.1","","4.4","","8.3","","9.7","","0.0","","1.2","","0.0","","1.2","","","","33","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-06","2021","05","06","","14.4","","2.2","","8.3","","9.7","","0.0","","0.0","T","0.0","","0.0","T","","","31","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-07","2021","05","07","","10.1","","1.6","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-08","2021","05","08","","15.4","","2.4","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","32","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-09","2021","05","09","","12.0","","1.4","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","15","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-10","2021","05","10","","13.7","","1.6","","7.7","","10.3","","0.0","","0.0","T","0.0","","0.0","T","","","30","","51",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-11","2021","05","11","","10.7","","0.4","","5.6","","12.4","","0.0","","0.0","T","0.0","","0.0","T","","","29","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-12","2021","05","12","","17.9","","4.4","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","","","33","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-13","2021","05","13","","20.3","","6.5","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","26","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-14","2021","05","14","","21.2","","6.5","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","17","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-15","2021","05","15","","21.8","","6.6","","14.2","","3.8","","0.0","","0.0","T","0.0","","0.0","T","","","28","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-16","2021","05","16","","22.6","","8.5","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","17","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-17","2021","05","17","","23.7","","8.4","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","15","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-18","2021","05","18","","27.9","","12.4","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","28","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-19","2021","05","19","","28.0","","12.3","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-20","2021","05","20","","29.9","","16.4","","23.2","","0.0","","5.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-21","2021","05","21","","31.7","","15.7","","23.7","","0.0","","5.7","","0.0","","0.0","","0.0","","","","23","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-22","2021","05","22","","27.6","","19.4","","23.5","","0.0","","5.5","","0.0","T","0.0","","0.0","T","","","29","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-23","2021","05","23","","25.0","","14.3","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","33","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-24","2021","05","24","","21.0","","12.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-25","2021","05","25","","33.3","","13.5","","23.4","","0.0","","5.4","","0.0","","0.0","","0.0","","","","25","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-26","2021","05","26","","25.4","","10.0","","17.7","","0.3","","0.0","","0.6","","0.0","","0.6","","","","26","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-27","2021","05","27","","18.7","","8.1","","13.4","","4.6","","0.0","","0.0","T","0.0","","0.0","T","","","35","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-28","2021","05","28","","9.9","","2.0","","6.0","","12.0","","0.0","","14.0","","0.2","","14.2","","","","5","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2021-05-29","2021","05","29","","15.8","","3.8","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","5","","42",""
